"Zip Code","Place Name",State,County,Lat,Long
03501,10Holtsville,02NY,07Suffolk,0740.8154,08-73.0451
03544,10Holtsville,02NY,07Suffolk,0740.8154,08-73.0451
041001,06Agawam,02MA,07Hampden,0742.0702,08-72.6227
041002,07Amherst,02MA,09Hampshire,0742.3671,08-72.4646
041003,07Amherst,02MA,09Hampshire,0742.3919,08-72.5248
041004,07Amherst,02MA,09Hampshire,0742.3845,08-72.5132
041005,05Barre,02MA,09Worcester,0742.4097,08-72.1084
041007,11Belchertown,02MA,09Hampshire,0742.2751,07-72.411
041008,09Blandford,02MA,07Hampden,0742.1829,08-72.9361
041009,10Bondsville,02MA,07Hampden,0742.2061,08-72.3405
041010,09Brimfield,02MA,07Hampden,0742.1165,08-72.1885
041011,07Chester,02MA,07Hampden,0742.2794,08-72.9888
041012,12Chesterfield,02MA,09Hampshire,0742.3923,08-72.8256
041013,08Chicopee,02MA,07Hampden,0742.1487,08-72.6079
041014,08Chicopee,02MA,07Hampden,0742.1707,08-72.6048
041020,08Chicopee,02MA,07Hampden,0742.1764,08-72.5761
041021,08Chicopee,02MA,07Hampden,0742.1707,08-72.6048
041022,08Chicopee,02MA,07Hampden,0742.1934,08-72.5544
041026,10Cummington,02MA,09Hampshire,0742.4633,08-72.9202
041027,11Easthampton,02MA,09Hampshire,0742.2668,07-72.669
041028,15East Longmeadow,02MA,07Hampden,0742.0672,08-72.5056
041029,09East Otis,02MA,09Berkshire,0742.1909,08-73.0517
041030,13Feeding Hills,02MA,07Hampden,0742.0718,08-72.6751
041031,12Gilbertville,02MA,09Worcester,0742.3322,08-72.1986
041032,06Goshen,02MA,09Hampshire,0742.4404,08-72.7995
041033,06Granby,02MA,09Hampshire,0742.2557,06-72.52
041034,09Granville,02MA,07Hampden,0742.1127,07-72.952
041035,06Hadley,02MA,09Hampshire,0742.3606,08-72.5715
041036,07Hampden,02MA,07Hampden,0742.0648,08-72.4318
041037,08Hardwick,02MA,09Worcester,0742.3479,08-72.2253
041038,08Hatfield,02MA,09Hampshire,0742.3844,08-72.6167
041039,11Haydenville,02MA,09Hampshire,0742.3818,08-72.7032
041040,07Holyoke,02MA,07Hampden,0642.202,08-72.6262
041041,07Holyoke,02MA,07Hampden,0742.2043,08-72.6162
041050,10Huntington,02MA,09Hampshire,0742.2653,08-72.8733
041053,05Leeds,02MA,09Hampshire,0742.3543,08-72.7034
041054,08Leverett,02MA,08Franklin,0742.4682,08-72.4993
041056,06Ludlow,02MA,07Hampden,0742.1728,07-72.471
041057,06Monson,02MA,07Hampden,0642.101,08-72.3196
041059,13North Amherst,02MA,09Hampshire,0742.4104,08-72.5309
041060,11Northampton,02MA,09Hampshire,0742.3223,08-72.6313
041061,11Northampton,02MA,09Hampshire,0742.3696,07-72.636
041062,08Florence,02MA,09Hampshire,0742.3219,08-72.6928
041063,11Northampton,02MA,09Hampshire,0742.3179,08-72.6402
041066,14North Hatfield,02MA,09Hampshire,0742.4067,08-72.6339
041068,06Oakham,02MA,09Worcester,0642.348,08-72.0513
041069,06Palmer,02MA,07Hampden,0742.1762,08-72.3288
041070,10Plainfield,02MA,09Hampshire,0742.5144,08-72.9183
041071,07Russell,02MA,07Hampden,0742.1471,08-72.8403
041072,10Shutesbury,02MA,08Franklin,0642.482,08-72.4213
041073,11Southampton,02MA,09Hampshire,0742.2247,08-72.7194
041074,11South Barre,02MA,09Worcester,0742.3854,08-72.0954
041075,12South Hadley,02MA,09Hampshire,0742.2375,08-72.5811
041077,09Southwick,02MA,07Hampden,0742.0511,08-72.7706
041079,09Thorndike,02MA,07Hampden,0742.1929,08-72.3296
041080,12Three Rivers,02MA,07Hampden,0742.1819,08-72.3624
041081,05Wales,02MA,07Hampden,0742.0627,08-72.2046
041082,04Ware,02MA,09Hampshire,0742.2618,08-72.2583
041083,06Warren,02MA,09Worcester,0642.204,08-72.1994
041084,17West Chesterfield,02MA,09Hampshire,0742.3903,08-72.8709
041085,09Westfield,02MA,07Hampden,0742.1251,08-72.7495
041086,09Westfield,02MA,07Hampden,0742.1734,07-72.848
041088,13West Hatfield,02MA,09Hampshire,0742.3906,08-72.6469
041089,16West Springfield,02MA,07Hampden,0742.1151,08-72.6411
041090,16West Springfield,02MA,07Hampden,0742.1707,08-72.6048
041092,11West Warren,02MA,09Worcester,0742.2029,07-72.229
041093,07Whately,02MA,08Franklin,0742.4427,08-72.6525
041094,11Wheelwright,02MA,09Worcester,0742.3582,08-72.1408
041095,09Wilbraham,02MA,07Hampden,0742.1245,08-72.4464
041096,12Williamsburg,02MA,09Hampshire,0742.4085,07-72.778
041097,08Woronoco,02MA,07Hampden,0642.164,08-72.8295
041098,11Worthington,02MA,09Hampshire,0742.3843,08-72.9314
041101,11Springfield,02MA,07Hampden,0742.1015,08-72.5898
041102,11Springfield,02MA,07Hampden,0742.1707,08-72.6048
041103,11Springfield,02MA,07Hampden,0742.1029,08-72.5887
041104,11Springfield,02MA,07Hampden,0742.1288,08-72.5778
041105,11Springfield,02MA,07Hampden,0742.0999,08-72.5783
041106,10Longmeadow,02MA,07Hampden,0742.0507,08-72.5676
041107,11Springfield,02MA,07Hampden,0742.1179,08-72.6065
041108,11Springfield,02MA,07Hampden,0742.0853,08-72.5584
041109,11Springfield,02MA,07Hampden,0742.1145,08-72.5543
041111,11Springfield,02MA,07Hampden,0742.1707,08-72.6048
041115,11Springfield,02MA,07Hampden,0742.1029,08-72.5916
041116,10Longmeadow,02MA,07Hampden,0742.1707,08-72.6048
041118,11Springfield,02MA,07Hampden,0742.0929,08-72.5274
041119,11Springfield,02MA,07Hampden,0742.1247,08-72.5121
041128,11Springfield,02MA,07Hampden,0742.0944,08-72.4889
041129,11Springfield,02MA,07Hampden,0742.1223,08-72.4876
041138,11Springfield,02MA,07Hampden,0742.1707,08-72.6048
041139,11Springfield,02MA,07Hampden,0742.1707,08-72.6048
041144,11Springfield,02MA,07Hampden,0742.1018,08-72.5915
041151,14Indian Orchard,02MA,07Hampden,0742.1532,07-72.505
041152,11Springfield,02MA,07Hampden,0742.1707,08-72.6048
041199,11Springfield,02MA,07Hampden,0742.1199,07-72.605
041201,10Pittsfield,02MA,09Berkshire,0742.4531,08-73.2471
041202,10Pittsfield,02MA,09Berkshire,0742.3929,08-73.2285
041203,10Pittsfield,02MA,09Berkshire,0742.3929,08-73.2285
041220,05Adams,02MA,09Berkshire,0742.6223,08-73.1172
041222,12Ashley Falls,02MA,09Berkshire,0742.0596,08-73.3202
041223,06Becket,02MA,09Berkshire,0742.3594,08-73.1203
041224,09Berkshire,02MA,09Berkshire,0742.5126,08-73.1929
041225,08Cheshire,02MA,09Berkshire,0742.5611,07-73.158
041226,06Dalton,02MA,09Berkshire,0642.475,08-73.1603
041227,06Dalton,02MA,09Berkshire,0742.4737,08-73.1662
041229,08Glendale,02MA,09Berkshire,0742.2793,08-73.3435
041230,16Great Barrington,02MA,09Berkshire,0742.1959,08-73.3607
041235,08Hinsdale,02MA,09Berkshire,0742.4298,08-73.0724
041236,10Housatonic,02MA,09Berkshire,0742.2653,08-73.3745
041237,12Lanesborough,02MA,09Berkshire,0742.5173,08-73.2282
041238,03Lee,02MA,09Berkshire,0642.299,08-73.2317
041240,05Lenox,02MA,09Berkshire,0742.3642,08-73.2713
041242,10Lenox Dale,02MA,09Berkshire,0742.3386,08-73.2509
041243,11Middlefield,02MA,09Hampshire,0742.3561,08-73.0104
041244,10Mill River,02MA,09Berkshire,0742.1228,07-73.254
041245,08Monterey,02MA,09Berkshire,0742.1867,08-73.2065
041247,11North Adams,02MA,09Berkshire,0742.6955,06-73.08
041252,14North Egremont,02MA,09Berkshire,0742.1986,08-73.4462
041253,04Otis,02MA,09Berkshire,0742.1931,08-73.0918
041254,08Richmond,02MA,09Berkshire,0742.3784,08-73.3645
041255,11Sandisfield,02MA,09Berkshire,0742.1094,08-73.1163
041256,05Savoy,02MA,09Berkshire,0642.577,08-73.0233
041257,09Sheffield,02MA,09Berkshire,0742.1001,08-73.3611
041258,14South Egremont,02MA,09Berkshire,0742.1012,08-73.4566
041259,10Southfield,02MA,09Berkshire,0642.078,08-73.2609
041260,09South Lee,02MA,09Berkshire,0742.2779,08-73.2773
041262,11Stockbridge,02MA,09Berkshire,0642.301,08-73.3223
041263,11Stockbridge,02MA,09Berkshire,0742.3929,08-73.2285
041264,09Tyringham,02MA,09Berkshire,0542.22,08-73.1979
041266,16West Stockbridge,02MA,09Berkshire,0742.3348,08-73.3825
041267,12Williamstown,02MA,09Berkshire,0742.7089,08-73.2036
041270,07Windsor,02MA,09Berkshire,0642.515,08-73.0412
041301,10Greenfield,02MA,08Franklin,0742.6013,08-72.6236
041302,10Greenfield,02MA,08Franklin,0742.5222,08-72.6242
041330,08Ashfield,02MA,08Franklin,0742.5232,07-72.811
041331,05Athol,02MA,09Worcester,0742.5959,08-72.2267
041337,11Bernardston,02MA,08Franklin,0742.6952,08-72.5772
041338,08Buckland,02MA,08Franklin,0742.5736,08-72.8213
041339,10Charlemont,02MA,08Franklin,0642.608,08-72.8901
041340,07Colrain,02MA,08Franklin,0642.679,08-72.7265
041341,06Conway,02MA,08Franklin,0742.5138,08-72.7025
041342,09Deerfield,02MA,08Franklin,0742.5406,08-72.6072
041343,05Drury,02MA,09Berkshire,0742.6427,08-72.9862
041344,06Erving,02MA,08Franklin,0742.6076,08-72.4292
041346,05Heath,02MA,08Franklin,0742.6853,08-72.8391
041347,13Lake Pleasant,02MA,08Franklin,0742.5566,08-72.5181
041349,13Millers Falls,02MA,08Franklin,0642.582,08-72.4926
041350,13Monroe Bridge,02MA,08Franklin,0742.7215,08-72.9762
041351,08Montague,02MA,08Franklin,0742.5429,08-72.5328
041354,04Gill,02MA,08Franklin,0742.6404,08-72.4995
041355,09New Salem,02MA,08Franklin,0742.5146,08-72.3062
041360,10Northfield,02MA,08Franklin,0742.6887,07-72.451
041364,06Orange,02MA,08Franklin,0742.6129,08-72.2924
041366,09Petersham,02MA,09Worcester,0742.4898,08-72.1893
041367,04Rowe,02MA,08Franklin,0742.6953,08-72.9258
041368,09Royalston,02MA,09Worcester,0742.6722,08-72.1964
041370,15Shelburne Falls,02MA,08Franklin,0742.6022,08-72.7391
041373,15South Deerfield,02MA,08Franklin,0742.4756,08-72.6153
041375,10Sunderland,02MA,08Franklin,0742.4539,08-72.5676
041376,13Turners Falls,02MA,08Franklin,0742.5954,08-72.5557
041378,07Warwick,02MA,08Franklin,0742.6671,08-72.3397
041379,07Wendell,02MA,08Franklin,0742.5656,08-72.4009
041380,13Wendell Depot,02MA,08Franklin,0742.5534,08-72.3927
041420,09Fitchburg,02MA,09Worcester,0742.5796,08-71.8031
041430,10Ashburnham,02MA,09Worcester,0742.6496,08-71.9267
041431,05Ashby,02MA,09Middlesex,0742.6745,08-71.8174
041432,04Ayer,02MA,09Middlesex,0742.5591,08-71.5788
041434,06Devens,02MA,09Worcester,0742.5385,08-71.6115
041436,12Baldwinville,02MA,09Worcester,0742.5936,08-72.0646
041438,14East Templeton,02MA,09Worcester,0742.5631,07-72.037
041440,07Gardner,02MA,09Worcester,0642.574,08-71.9898
041441,11Westminster,02MA,09Worcester,0742.5459,08-71.9106
041450,06Groton,02MA,09Middlesex,0742.6124,08-71.5584
041451,07Harvard,02MA,09Worcester,0742.4986,08-71.5753
041452,11Hubbardston,02MA,09Worcester,0742.4865,08-72.0012
041453,10Leominster,02MA,09Worcester,0742.5274,08-71.7563
041460,09Littleton,02MA,09Middlesex,0742.5401,08-71.4877
041462,09Lunenburg,02MA,09Worcester,0742.5884,08-71.7266
041463,09Pepperell,02MA,09Middlesex,0742.6689,08-71.5934
041464,07Shirley,02MA,09Middlesex,0742.5734,08-71.6483
041467,11Still River,02MA,09Worcester,0742.4871,08-71.6131
041468,09Templeton,02MA,09Worcester,0642.546,07-72.065
041469,08Townsend,02MA,09Middlesex,0742.6525,08-71.6896
041470,06Groton,02MA,09Middlesex,0742.6112,08-71.5745
041471,06Groton,02MA,09Middlesex,0742.6112,08-71.5745
041472,11West Groton,02MA,09Middlesex,0742.6043,08-71.6273
041473,11Westminster,02MA,09Worcester,0742.5483,08-71.9096
041474,13West Townsend,02MA,09Middlesex,0742.6678,08-71.7522
041475,10Winchendon,02MA,09Worcester,0742.6789,08-72.0475
041501,06Auburn,02MA,09Worcester,0742.2055,08-71.8391
041503,06Berlin,02MA,09Worcester,0742.3844,08-71.6356
041504,10Blackstone,02MA,09Worcester,0742.0287,08-71.5269
041505,08Boylston,02MA,09Worcester,0742.3377,07-71.731
041506,10Brookfield,02MA,09Worcester,0742.1991,08-72.0989
041507,08Charlton,02MA,09Worcester,0742.1379,08-71.9664
041508,13Charlton City,02MA,09Worcester,0742.1459,08-71.9884
041509,14Charlton Depot,02MA,09Worcester,0742.1731,08-71.9787
041510,07Clinton,02MA,09Worcester,0742.4181,08-71.6828
041515,15East Brookfield,02MA,09Worcester,0742.2193,08-72.0481
041516,07Douglas,02MA,09Worcester,0742.0528,08-71.7509
041518,08Fiskdale,02MA,09Worcester,0742.1228,08-72.1178
041519,07Grafton,02MA,09Worcester,0742.2004,08-71.6868
041520,06Holden,02MA,09Worcester,0642.342,08-71.8414
041521,07Holland,02MA,07Hampden,0742.0403,08-72.1544
041522,09Jefferson,02MA,09Worcester,0742.3755,08-71.8706
041523,09Lancaster,02MA,09Worcester,0642.451,08-71.6868
041524,09Leicester,02MA,09Worcester,0642.237,08-71.9188
041525,07Linwood,02MA,09Worcester,0742.0973,08-71.6448
041526,08Manchaug,02MA,09Worcester,0742.0945,08-71.7476
041527,08Millbury,02MA,09Worcester,0742.1968,08-71.7644
041529,09Millville,02MA,09Worcester,0742.0331,08-71.5798
041531,13New Braintree,02MA,09Worcester,0742.3198,08-72.1306
041532,12Northborough,02MA,09Worcester,0742.3182,08-71.6464
041534,11Northbridge,02MA,09Worcester,0742.1494,08-71.6564
041535,16North Brookfield,02MA,09Worcester,0742.2665,08-72.0821
041536,13North Grafton,02MA,09Worcester,0742.2297,08-71.7037
041537,12North Oxford,02MA,09Worcester,0742.1655,07-71.886
041538,14North Uxbridge,02MA,09Worcester,0742.0876,08-71.6412
041540,06Oxford,02MA,09Worcester,0742.1129,08-71.8687
041541,09Princeton,02MA,09Worcester,0742.4508,08-71.8762
041542,08Rochdale,02MA,09Worcester,0742.1997,08-71.9069
041543,07Rutland,02MA,09Worcester,0742.3762,07-71.949
041545,10Shrewsbury,02MA,09Worcester,0742.2848,08-71.7205
041546,10Shrewsbury,02MA,09Worcester,0742.3648,08-71.8969
041550,11Southbridge,02MA,09Worcester,0642.075,08-72.0353
041560,13South Grafton,02MA,09Worcester,0642.176,08-71.6927
041561,15South Lancaster,02MA,09Worcester,0742.4435,08-71.6861
041562,07Spencer,02MA,09Worcester,0742.2441,08-71.9906
041564,08Sterling,02MA,09Worcester,0742.4354,08-71.7752
041566,10Sturbridge,02MA,09Worcester,0742.1126,08-72.0842
041568,05Upton,02MA,09Worcester,0742.1756,08-71.6032
041569,08Uxbridge,02MA,09Worcester,0742.0744,08-71.6329
041570,07Webster,02MA,09Worcester,0742.0521,08-71.8486
041571,06Dudley,02MA,09Worcester,0742.0489,08-71.8932
041581,11Westborough,02MA,09Worcester,0742.2679,08-71.6176
041583,13West Boylston,02MA,09Worcester,0742.3584,08-71.7838
041585,15West Brookfield,02MA,09Worcester,0742.2441,08-72.1511
041586,13West Millbury,02MA,09Worcester,0742.1712,08-71.8037
041588,12Whitinsville,02MA,09Worcester,0742.1153,08-71.6644
041590,06Sutton,02MA,09Worcester,0742.1266,08-71.7552
041601,09Worcester,02MA,09Worcester,0742.2626,08-71.8023
041602,09Worcester,02MA,09Worcester,0742.2703,08-71.8417
041603,09Worcester,02MA,09Worcester,0642.245,07-71.838
041604,09Worcester,02MA,09Worcester,0742.2541,08-71.7746
041605,09Worcester,02MA,09Worcester,0742.2894,08-71.7888
041606,09Worcester,02MA,09Worcester,0642.311,08-71.7958
041607,09Worcester,02MA,09Worcester,0742.2303,08-71.7938
041608,09Worcester,02MA,09Worcester,0742.2624,08-71.8003
041609,09Worcester,02MA,09Worcester,0742.2826,08-71.8277
041610,09Worcester,02MA,09Worcester,0742.2492,08-71.8108
041611,13Cherry Valley,02MA,09Worcester,0742.2373,07-71.875
041612,06Paxton,02MA,09Worcester,0742.3066,08-71.9202
041613,09Worcester,02MA,09Worcester,0742.2933,07-71.802
041614,09Worcester,02MA,09Worcester,0742.2626,08-71.8023
041615,09Worcester,02MA,09Worcester,0742.2626,08-71.8023
041653,09Worcester,02MA,09Worcester,0742.3648,08-71.8969
041655,09Worcester,02MA,09Worcester,0742.3648,08-71.8969
041701,10Framingham,02MA,09Middlesex,0742.3007,08-71.4255
041702,10Framingham,02MA,09Middlesex,0742.2822,08-71.4339
041703,10Framingham,02MA,09Middlesex,0742.4464,08-71.4594
041704,10Framingham,02MA,09Middlesex,0742.4464,08-71.4594
041705,10Framingham,02MA,09Middlesex,0742.4464,08-71.4594
041718,05Acton,02MA,09Middlesex,0742.4851,08-71.4328
041719,10Boxborough,02MA,09Middlesex,0742.4884,08-71.5178
041720,05Acton,02MA,09Middlesex,0742.4751,08-71.4483
041721,07Ashland,02MA,09Middlesex,0742.2539,08-71.4583
041730,07Bedford,02MA,09Middlesex,0742.4843,08-71.2768
041731,11Hanscom Afb,02MA,09Middlesex,0742.4567,08-71.2795
041740,06Bolton,02MA,09Worcester,0742.4365,08-71.6076
041741,08Carlisle,02MA,09Middlesex,0742.5286,08-71.3519
041742,07Concord,02MA,09Middlesex,0742.4567,08-71.3747
041745,08Fayville,02MA,09Worcester,0742.2934,08-71.5028
041746,09Holliston,02MA,09Middlesex,0742.2026,08-71.4361
041747,08Hopedale,02MA,09Worcester,0742.1268,08-71.5376
041748,09Hopkinton,02MA,09Middlesex,0642.219,08-71.5302
041749,06Hudson,02MA,09Middlesex,0742.3918,08-71.5609
041752,11Marlborough,02MA,09Middlesex,0742.3509,08-71.5434
041754,07Maynard,02MA,09Middlesex,0742.4321,07-71.455
041756,06Mendon,02MA,09Worcester,0742.0967,08-71.5499
041757,07Milford,02MA,09Worcester,0742.1511,08-71.5274
041760,06Natick,02MA,09Middlesex,0742.2875,08-71.3574
041770,08Sherborn,02MA,09Middlesex,0742.2331,08-71.3787
041772,12Southborough,02MA,09Worcester,0742.2939,07-71.532
041773,07Lincoln,02MA,09Middlesex,0742.4217,08-71.3137
041775,04Stow,02MA,09Middlesex,0742.4308,07-71.515
041776,07Sudbury,02MA,09Middlesex,0742.3837,08-71.4282
041778,07Wayland,02MA,09Middlesex,0742.3486,08-71.3588
041784,09Woodville,02MA,09Middlesex,0742.2376,07-71.562
041801,06Woburn,02MA,09Middlesex,0742.4829,08-71.1574
041803,10Burlington,02MA,09Middlesex,0742.5089,08-71.2004
041805,10Burlington,02MA,09Middlesex,0742.5048,08-71.1956
041810,07Andover,02MA,05Essex,0742.6496,08-71.1565
041812,07Andover,02MA,05Essex,0742.6472,08-71.1842
041813,06Woburn,02MA,09Middlesex,0742.4793,08-71.1523
041815,06Woburn,02MA,09Middlesex,0742.4793,08-71.1523
041821,09Billerica,02MA,09Middlesex,0742.5519,08-71.2518
041822,09Billerica,02MA,09Middlesex,0742.5584,08-71.2689
041824,10Chelmsford,02MA,09Middlesex,0742.5911,08-71.3556
041826,06Dracut,02MA,09Middlesex,0742.6764,08-71.3186
041827,09Dunstable,02MA,09Middlesex,0742.6739,08-71.4952
041830,09Haverhill,02MA,05Essex,0742.7856,08-71.0721
041831,09Haverhill,02MA,05Essex,0742.7711,08-71.1221
041832,09Haverhill,02MA,05Essex,0742.7792,08-71.1095
041833,10Georgetown,02MA,05Essex,0742.7281,08-70.9822
041834,09Groveland,02MA,05Essex,0642.753,07-71.027
041835,09Haverhill,02MA,05Essex,0742.7528,08-71.0843
041840,08Lawrence,02MA,05Essex,0642.708,08-71.1638
041841,08Lawrence,02MA,05Essex,0742.7115,07-71.167
041842,08Lawrence,02MA,05Essex,0642.707,08-71.1631
041843,08Lawrence,02MA,05Essex,0742.6911,08-71.1605
041844,07Methuen,02MA,05Essex,0642.728,07-71.181
041845,13North Andover,02MA,05Essex,0742.6826,07-71.109
041850,06Lowell,02MA,09Middlesex,0642.656,08-71.3051
041851,06Lowell,02MA,09Middlesex,0742.6315,08-71.3329
041852,06Lowell,02MA,09Middlesex,0742.6344,08-71.2983
041853,06Lowell,02MA,09Middlesex,0742.6334,08-71.3162
041854,06Lowell,02MA,09Middlesex,0742.6493,08-71.3355
041860,08Merrimac,02MA,05Essex,0742.8346,08-71.0047
041862,15North Billerica,02MA,09Middlesex,0742.5757,08-71.2902
041863,16North Chelmsford,02MA,09Middlesex,0742.6347,08-71.3908
041864,13North Reading,02MA,09Middlesex,0742.5819,08-71.0947
041865,12Nutting Lake,02MA,09Middlesex,0742.5379,08-71.2689
041866,09Pinehurst,02MA,09Middlesex,0742.5293,08-71.2281
041867,07Reading,02MA,09Middlesex,0642.528,07-71.109
041876,09Tewksbury,02MA,09Middlesex,0742.6028,08-71.2232
041879,09Tyngsboro,02MA,09Middlesex,0742.6724,08-71.4158
041880,09Wakefield,02MA,09Middlesex,0742.5009,08-71.0685
041885,12West Boxford,02MA,05Essex,0642.707,08-71.0639
041886,08Westford,02MA,09Middlesex,0742.5864,08-71.4401
041887,10Wilmington,02MA,09Middlesex,0742.5581,08-71.1723
041888,06Woburn,02MA,09Middlesex,0742.4793,08-71.1523
041889,13North Reading,02MA,09Middlesex,0742.5716,08-71.1096
041890,10Winchester,02MA,09Middlesex,0642.453,08-71.1441
041899,07Andover,02MA,05Essex,0742.6584,07-71.137
041901,04Lynn,02MA,05Essex,0742.4612,08-70.9467
041902,04Lynn,02MA,05Essex,0742.4698,07-70.942
041903,04Lynn,02MA,05Essex,0742.4668,08-70.9495
041904,04Lynn,02MA,05Essex,0742.4889,08-70.9647
041905,04Lynn,02MA,05Essex,0742.4694,08-70.9728
041906,06Saugus,02MA,05Essex,0742.4633,08-71.0111
041907,10Swampscott,02MA,05Essex,0742.4746,08-70.9098
041908,06Nahant,02MA,05Essex,0742.4261,08-70.9277
041910,04Lynn,02MA,05Essex,0742.4548,08-70.9747
041913,08Amesbury,02MA,05Essex,0742.8559,08-70.9367
041915,07Beverly,02MA,05Essex,0742.5608,08-70.8759
041921,07Boxford,02MA,05Essex,0742.6797,08-71.0114
041922,07Byfield,02MA,05Essex,0742.7568,08-70.9351
041923,07Danvers,02MA,05Essex,0742.5694,08-70.9425
041929,05Essex,02MA,05Essex,0742.6286,08-70.7828
041930,10Gloucester,02MA,05Essex,0742.6208,08-70.6721
041931,10Gloucester,02MA,05Essex,0742.6159,07-70.662
041936,08Hamilton,02MA,05Essex,0742.6354,08-70.8791
041937,08Hathorne,02MA,05Essex,0742.6354,08-70.8791
041938,07Ipswich,02MA,05Essex,0742.6809,08-70.8494
041940,09Lynnfield,02MA,05Essex,0742.5327,08-71.0339
041944,10Manchester,02MA,05Essex,0742.5796,08-70.7674
041945,10Marblehead,02MA,05Essex,0742.4984,08-70.8653
041949,09Middleton,02MA,05Essex,0742.5942,07-71.013
041950,11Newburyport,02MA,05Essex,0642.813,08-70.8847
041951,07Newbury,02MA,05Essex,0742.7835,08-70.8474
041952,09Salisbury,02MA,05Essex,0742.8507,08-70.8588
041960,07Peabody,02MA,05Essex,0742.5326,08-70.9612
041961,07Peabody,02MA,05Essex,0742.6354,08-70.8791
041965,15Prides Crossing,02MA,05Essex,0742.5581,08-70.8257
041966,08Rockport,02MA,05Essex,0642.658,08-70.6194
041969,06Rowley,02MA,05Essex,0742.7138,07-70.907
041970,05Salem,02MA,05Essex,0742.5151,08-70.9003
041971,05Salem,02MA,05Essex,0742.6354,08-70.8791
041982,14South Hamilton,02MA,05Essex,0742.6185,08-70.8561
041983,09Topsfield,02MA,05Essex,0742.6415,08-70.9488
041984,06Wenham,02MA,05Essex,0742.6017,08-70.8786
041985,12West Newbury,02MA,05Essex,0742.7949,08-70.9778
042018,06Accord,02MA,08Plymouth,0742.1745,08-70.8837
042019,10Bellingham,02MA,07Norfolk,0742.0746,08-71.4768
042020,10Brant Rock,02MA,08Plymouth,0742.0818,08-70.6439
042021,06Canton,02MA,07Norfolk,0742.1645,08-71.1355
042025,08Cohasset,02MA,07Norfolk,0742.2395,08-70.8128
042026,06Dedham,02MA,07Norfolk,0742.2437,08-71.1637
042027,06Dedham,02MA,07Norfolk,0542.18,08-71.0892
042030,05Dover,02MA,07Norfolk,0742.2362,08-71.2854
042032,12East Walpole,02MA,07Norfolk,0742.1532,08-71.2179
042035,07Foxboro,02MA,07Norfolk,0742.0649,08-71.2441
042038,08Franklin,02MA,07Norfolk,0742.0935,08-71.4058
042040,09Greenbush,02MA,08Plymouth,0742.1793,08-70.7495
042041,12Green Harbor,02MA,08Plymouth,0742.0696,08-70.6491
042043,07Hingham,02MA,08Plymouth,0742.2245,08-70.8911
042044,07Hingham,02MA,08Plymouth,0742.2418,08-70.8898
042045,04Hull,02MA,08Plymouth,0742.2853,08-70.8754
042047,08Humarock,02MA,08Plymouth,0742.1428,08-70.6935
042048,09Mansfield,02MA,07Bristol,0742.0212,08-71.2178
042050,10Marshfield,02MA,08Plymouth,0742.1062,08-70.6993
042051,16Marshfield Hills,02MA,08Plymouth,0742.1512,08-70.7341
042052,08Medfield,02MA,07Norfolk,0742.1845,08-71.3048
042053,06Medway,02MA,07Norfolk,0742.1514,08-71.4217
042054,06Millis,02MA,07Norfolk,0742.1669,08-71.3607
042055,05Minot,02MA,08Plymouth,0742.2404,07-70.762
042056,07Norfolk,02MA,07Norfolk,0742.1177,08-71.3269
042059,16North Marshfield,02MA,08Plymouth,0742.1432,08-70.7703
042060,14North Scituate,02MA,08Plymouth,0642.219,08-70.7856
042061,07Norwell,02MA,08Plymouth,0742.1596,08-70.8217
042062,07Norwood,02MA,07Norfolk,0742.1868,08-71.2033
042065,11Ocean Bluff,02MA,08Plymouth,0742.0972,08-70.6516
042066,08Scituate,02MA,08Plymouth,0742.2032,08-70.7525
042067,06Sharon,02MA,07Norfolk,0742.1094,08-71.1759
042070,12Sheldonville,02MA,07Norfolk,0742.0348,07-71.387
042071,13South Walpole,02MA,07Norfolk,0742.0992,08-71.2752
042072,09Stoughton,02MA,07Norfolk,0742.1253,08-71.1074
042081,07Walpole,02MA,07Norfolk,0742.1444,08-71.2544
042090,08Westwood,02MA,07Norfolk,0742.2148,08-71.2104
042093,08Wrentham,02MA,07Norfolk,0742.0617,08-71.3396
042108,06Boston,02MA,07Suffolk,0742.3576,08-71.0684
042109,06Boston,02MA,07Suffolk,0542.36,08-71.0545
042110,06Boston,02MA,07Suffolk,0742.3576,08-71.0514
042111,06Boston,02MA,07Suffolk,0742.3503,08-71.0629
042112,06Boston,02MA,07Suffolk,0742.3584,08-71.0598
042113,06Boston,02MA,07Suffolk,0742.3657,07-71.056
042114,06Boston,02MA,07Suffolk,0742.3611,08-71.0682
042115,06Boston,02MA,07Suffolk,0742.3427,08-71.0922
042116,06Boston,02MA,07Suffolk,0742.3492,08-71.0768
042117,06Boston,02MA,07Suffolk,0742.3585,07-71.058
042118,06Boston,02MA,07Suffolk,0742.3362,08-71.0729
042119,07Roxbury,02MA,07Suffolk,0742.3251,08-71.0953
042120,16Roxbury Crossing,02MA,07Suffolk,0742.3307,08-71.0912
042121,10Dorchester,02MA,07Suffolk,0742.2973,08-71.0745
042122,10Dorchester,02MA,07Suffolk,0742.2973,08-71.0745
042123,06Boston,02MA,07Suffolk,0742.3389,08-70.9196
042124,17Dorchester Center,02MA,07Suffolk,0742.2918,08-71.0717
042125,10Dorchester,02MA,07Suffolk,0742.2973,08-71.0745
042126,08Mattapan,02MA,07Suffolk,0742.2739,08-71.0939
